id_registro,convocatoria,expediente,ambito,razon_social,nif,titulo_proyecto,puntuacion,estado_en_fuente,subvencion_eur,solicitado_eur,relacion,motivo_sector,nota_revision,fuentes
sector:2023:AEI-010500-2023-131,2023,AEI-010500-2023-131,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,"SOLARLOOP.Optimización de la circularidad de los residuos de paneles fotovoltaicos por medio de la innovación en los procesos logísticos, en las tecnologías de tratamiento y tecnologías de la información con el uso de la Inteligencia Artificial",,concedida_segun_listado,400005.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""4""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2023:AEI-010500-2023-147,2023,AEI-010500-2023-147,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,WINGWAY: Optimización de operaciones y utilización de drones en logística.,,concedida_segun_listado,202835.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""4""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2023:AEI-010500-2023-166,2023,AEI-010500-2023-166,Transporte y distribución,ASOCIACIÓN CLUSTER DE LA ENERGÍA DE ARAGÓN,G99507949,PLATAFORMA DIGITAL PARA LA MEJORA DE LA EFICIENCIA ENERGÉTICA DEL TRANSPORTE POR FERROCARRIL. PROYECTO ECO_FERRO.,,concedida_segun_listado,140520.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""5""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2023:AEI-010500-2023-177,2023,AEI-010500-2023-177,Transporte y distribución,SOUTHERN EUROPEAN CLUSTER IN PHOTONICS & OPTICS (SECPHO),G65103905,DRONSTORE II. Desarrollo de un dron autónomo 5G para la monitorización de almacenes logísticos mediante técnicas avanzadas de visión e inteligencia artificial.,,concedida_segun_listado,275476.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""5""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2023:AEI-010500-2023-178,2023,AEI-010500-2023-178,Transporte y distribución,ASOCIACIÓN CLUSTER DE LA SALUD DE ARAGÓN,G99374050,PHARMAINTEGRA Fase III: transformación digital y sostenible de la cadena de suministro farmacéutica,,concedida_segun_listado,374874.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""5""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2023:AEI-010500-2023-209,2023,AEI-010500-2023-209,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,"UrbanDUM 4.0: Ditribución Urbana, Inteligente y Sostenible de Mercancías",,concedida_segun_listado,172227.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""6""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""7""}]"
sector:2023:AEI-010500-2023-210,2023,AEI-010500-2023-210,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),,PHARMABOT. Optimización de la distribución farmacéutica de última milla mediante robots autónomos.,,propuesta_provisional_aprobada,,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""6""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2023:AEI-010500-2023-249,2023,AEI-010500-2023-249,Transporte y distribución,CENTRO DE INNOVACION TECNOLOGICA PARA LA LOGISTICA Y EL TRANSPORTE DE MERCANCIAS POR CARRETERA (CITET),G85321883,PLAGEDILOG STG2 (Plataforma gemelos digitales intralogísticos),,concedida_segun_listado,171328.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""7""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""8""}]"
sector:2023:AEI-010500-2023-250,2023,AEI-010500-2023-250,Transporte y distribución,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,G66505751,DISRUPTIVE: Anticipación a las disrupciones en la cadena logística española,,concedida_segun_listado,165710.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""7""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""8""}]"
sector:2023:AEI-010500-2023-260,2023,AEI-010500-2023-260,Transporte y distribución,ASSOCIACIÓ CLUSTER DEL PACKAGING,G65920035,"SMARTENPAL - Investigación de Tecnologías Inteligentes de automatización, monitorización y servitización para la paletización y el enfardado",,concedida_segun_listado,181107.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""8""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""8""}]"
sector:2023:AEI-010500-2023-270,2023,AEI-010500-2023-270,Transporte y distribución,FUNDACION PARA EL DESARROLLO DE LA NUEVAS TECNOLOGIAS DEL HIDROGENO EN ARAGON,G22280010,"Modelado y automatización de procesos optimizados de producción, distribución y usos finales de hidrógeno y biometano que contemplan su inyección en la red de gas natural, MODELAMEH2",,concedida_segun_listado,88973.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""8""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""9""}]"
sector:2023:AEI-010500-2023-282,2023,AEI-010500-2023-282,Transporte y distribución,ASOCIACIÓN AERONAÚTICA ARAGONESA,,"LOGÍSTICA SOSTENIBLE A FARMACIAS Y MOVILIDAD INTELIGENTE CON ROBOTS AÉREOS AUTÓNOMOS, UAS/DRONES - PHARMADRON FASE 3",,propuesta_provisional_aprobada,,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""8""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""8""}]"
sector:2023:AEI-010500-2023-290,2023,AEI-010500-2023-290,Transporte y distribución,FUNDACION PARA EL DESARROLLO DE LA NUEVAS TECNOLOGIAS DEL HIDROGENO EN ARAGON,G22280010,"Desarrollo de un gemelo digital para el modelado estático y dinámico de plantas de generación, almacenamiento y uso de hidrógeno renovable, HyModelica",,concedida_segun_listado,66453.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""9""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""10""}]"
sector:2023:AEI-010500-2023-306,2023,AEI-010500-2023-306,Transporte y distribución,ASOCIACION CLUSTER DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION DE ASTURIAS,G33906462,ITransfer+ : Tecnologías Digitales para la gestión inteligente y la optimización de la eficiencia y la seguridad en el transporte sanitario,,concedida_segun_listado,140501.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""9""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""10""}]"
sector:2023:AEI-010500-2023-323,2023,AEI-010500-2023-323,Transporte y distribución,ASOCIACIÓN CLUSTER DA FUNCIÓN LOXÍSTICA DE GALICIA,G94194594,SICAL - Sistema Inteligente de Control de Acceso Logístico,,concedida_segun_listado,101004.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""10""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""11""}]"
sector:2023:AEI-010500-2023-332,2023,AEI-010500-2023-332,Transporte y distribución,FUNDACIÓN CLUSTER DE EMPRESAS DE AUTOMOCIÓN DE GALICIA (CEAGA),G36983575,DATA LOGISTICS. Big Data y Business Intelligence para aumentar la sincronización de la Supply Chain - FASE 2,,concedida_segun_listado,252367.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""10""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""11""}]"
sector:2023:AEI-010500-2023-368,2023,AEI-010500-2023-368,Transporte y distribución,ASSOCIACIÓ CLUSTER DEL PACKAGING,G65920035,SMARTSTOCK DUOMO 2.0 - Digitalización de procesos logísticos y gestión de inventario con Smart Pressure Sensor,,concedida_segun_listado,257022.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""11""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""12""}]"
sector:2023:AEI-010500-2023-380,2023,AEI-010500-2023-380,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,SICHOCK: Innovación para la seguridad en operaciones de carga y descarga de camiones.,,concedida_segun_listado,168714.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""11""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""12""}]"
sector:2023:AEI-010500-2023-383,2023,AEI-010500-2023-383,Transporte y distribución,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),G99299299,SENSORIPIG: Optimización y sostenibilidad en la cadena de suministro porcina mediante Inteligencia Artificial,,concedida_segun_listado,117422.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""11""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""12""}]"
sector:2023:AEI-010500-2023-399,2023,AEI-010500-2023-399,Transporte y distribución,ASSOCIACIÓ CATALANA D'INNOVACIÓ DEL SECTOR CARNI PORCÍ (INNOVACC),G17995978,FOOD PICKER SYSTEM: solución robotizada de picking mediante visión artificial volumétrica para piezas cárnicas,,concedida_segun_listado,117412.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""12""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""13""}]"
sector:2023:AEI-010500-2023-408,2023,AEI-010500-2023-408,Transporte y distribución,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,G66505751,Bodega Digital Fase II Trazabilidad integral en la cadena de suministro vitivinícola con blockchain y RFID,,concedida_segun_listado,217869.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""12""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""13""}]"
sector:2023:AEI-010500-2023-414,2023,AEI-010500-2023-414,Transporte y distribución,ASOCIACIÓN PARA LA DIGITALIZACIÓN DE LA INDUSTRIA DE GALICIA,G27877166,PowerLog: La primera plataforma de Logística para la optimización de rutas con Inteligencia Artificial,,concedida_segun_listado,168058.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""12""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""13""}]"
sector:2023:AEI-010500-2023-264,2023,AEI-010500-2023-264,Transporte y distribución,FORO MARITIMO VASCO,G48976823,CIRCULAR PIT - Optimización de operativas productivas en almacenes a granel gracias a la identificación y caracterización de materiales a través de Visión e Inteligencia Artificial.,,concedida_segun_listado,244018.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_lista_de_espera.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""1""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_solicitudes_concedidas.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""9""}]"
sector:2023:AEI-010500-2023-334,2023,AEI-010500-2023-334,Transporte y distribución,SOUTHERN EUROPEAN CLUSTER IN PHOTONICS & OPTICS (SECPHO),,SteelOnTime: Solución integral basada en IA para optimizar la planificación de la producción y la distribución de acero en el sector de la construcción,,lista_espera_sin_concesion,,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_lista_de_espera.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""1""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2023/Documents/AEI_2023_Listado_provisional_ayudas_lista_de_espera.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""1""}]"
sector:2017:AEI-010500-2017-155,2017,AEI-010500-2017-155,Transporte y distribución,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES EXPORTADORES DE MAQUINARIA PARA CONSTRUCCIÓN, OBRAS PÚBLICAS Y MINERÍA (ANMOPYC)",G50098508,"SUPPLYCHAIN 4.0 - Desarrollo de soluciones logísticas en la cadena de suministro de empresas fabricantes de maquinaria de construcción y obra pública basadas en las tecnologías IoT, Big Data y Cloud Computing",62.9,concedida_segun_listado,158573.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""4""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""3""}]"
sector:2017:AEI-010500-2017-40,2017,AEI-010500-2017-40,Transporte y distribución,CLÚSTER DE MOVILIDAD Y LOGÍSTICA DE EUSKADI,G01387414,CS4CONNECT - Modelo para la transformación digital de la cadena de suministro en la Industria 4.0,62.13,concedida_segun_listado,30736.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""4""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""3""}]"
sector:2017:AEI-010500-2017-99,2017,AEI-010500-2017-99,Transporte y distribución,CITET,G85321883,"PREDICT: PREDICION, TRATAMIENTO Y COMUNICACION DE LA INFORMACION DE LA CONTAMINACION DE LA CIUDAD DE MADRID PARA SU USO EN LA MEJORA DE LA PLANIFICACION AGREGADA DE RECURSOS DE FABRICACION, ALMACENAMIENTO Y TRANSPORTE",61.25,concedida_segun_listado,49222.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""5""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""4""}]"
sector:2017:AEI-010500-2017-241,2017,AEI-010500-2017-241,Transporte y distribución,ASOCIACIÓN ESPAÑOLA PARA LA INTERNACIONALIZACIÓN Y LA INNOVACIÓN DE LAS EMPRESAS SOLARES,G65083834,SALSA - Sistema de auto-movilidad limpia con soporte de almacenamiento,60.6,concedida_segun_listado,91813.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""5""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""4""}]"
sector:2017:AEI-010500-2017-113,2017,AEI-010500-2017-113,Transporte y distribución,"CLUSTER DE TECNOLOGÍAS DE LA INFORMACIÓN, ELECTRÓNICA Y TELECOMUNICACIONES DE ARAGÓN",G99311086,GIO: Integración bidireccional de flujos de relación electrónica entre clientes y proveedores del transporte terrestre basado en Grupajes,59.8,concedida_segun_listado,51383.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""6""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""5""}]"
sector:2017:AEI-010500-2017-264,2017,AEI-010500-2017-264,Transporte y distribución,MADRID PLATAFORMA AERONÁUTICA Y DEL ESPACIO,G84923614,SISIFOT: Sistema de transporte y logística autónomo en exteriores para almacenes industriales,58.02,concedida_segun_listado,150694.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""7""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
sector:2017:AEI-010600-2017-177,2017,AEI-010600-2017-177,Transporte y distribución,ASOCIACION LOGISTICA INNOVADORA DE ARAGON,G99299299,INTEGRACION INTELIGENTE DE UNA CADENA DE SUMINISTRO INTERNACIONAL,56.99,concedida_segun_listado,64163.00,,general,"Transporte, distribución, almacenaje o servicios logísticos identificados en el título del proyecto.",,"[{""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/Listado_provisional_%20ayudas_concedidas.pdf"", ""label"": ""Anexo provisional: título y entidad"", ""pagina"": ""8""}, {""url"": ""https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2017/Documents/2-%20Listado_definitivo_ayudas_concedidas_AEI_2017.pdf"", ""label"": ""Fuente del estado e importe"", ""pagina"": ""6""}]"
