expediente,nif,razon_social,titulo_proyecto,coste_total_original,solicitado_original,subvencionable_original,subvencion_original,comunidad_autonoma,puntuacion_o_motivo,coste_total_eur,solicitado_eur,subvencionable_eur,subvencion_columna_fuente_eur,id_registro,anio_convocatoria,estado_en_fuente,puntuacion,motivo,moneda,fuente_url,pagina_fuente,fila_pagina,fuente_sha256,fecha_consulta,observaciones
AEI-010500-2026-111,G99507949,ASOCIACIÓN CLUSTER DE LA ENERGÍA DE ARAGÓN,HYTRO-Optimización dinámica de hornos industriales mediante hibridación energética y control inteligente.,"328.126,00 €","249.046,00 €","328.126,00 €","249.046,00 €",Aragón,"65,77",328126.00,249046.00,328126.00,249046.00,AEI-2026-010500-2026-111,2026,propuesta_provisional_aprobada,65.77,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,2,18,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-47,G99299299,ASOCIACIÓN LOGÍSTICA INNOVADORA DE ARAGÓN (ALIA),RELOCK TEXTILE: Sistema de Recogida y Reintroducción del Textil en la Economía Circular,"324.591,00 €","170.841,00 €","284.591,00 €","154.841,00 €",Aragón,"65,76",324591.00,170841.00,284591.00,154841.00,AEI-2026-010500-2026-47,2026,propuesta_provisional_aprobada,65.76,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,2,19,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-155,G99507949,ASOCIACIÓN CLUSTER DE LA ENERGÍA DE ARAGÓN,Modelado y optimización de sistemas de trigeneración solar con paneles híbridos mediante herramientas digitales avanzadas (OPTRISOL),"220.072,00 €","167.024,00 €","220.072,00 €","167.024,00 €",Aragón,"65,49",220072.00,167024.00,220072.00,167024.00,AEI-2026-010500-2026-155,2026,propuesta_provisional_aprobada,65.49,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,1,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-99,G43831338,"CENTRE DE DIFUSIO TECNOLOGICA DE LA FUSTA I EL MOBLE DE CATALUNYA, FUNDACIO PRIVADA",DATACIRC-HAB: Espacio de datos para la implementación escalable del Pasaporte Digital de Producto en el sector hábitat,"287.272,00 €","228.055,00 €","287.272,00 €","228.055,00 €",Cataluña,"65,43",287272.00,228055.00,287272.00,228055.00,AEI-2026-010500-2026-99,2026,propuesta_provisional_aprobada,65.43,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,2,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-105,G99171951,ASOCIACIÓN AERONAÚTICA ARAGONESA,skAIrisk - Modelos inteligentes para la autoevaluación cuantitativa del riesgo en operaciones UAS bajo el marco SORA 2.5.,"292.335,00 €","228.419,00 €","292.335,00 €","228.419,00 €",Aragón,"65,31",292335.00,228419.00,292335.00,228419.00,AEI-2026-010500-2026-105,2026,propuesta_provisional_aprobada,65.31,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,3,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010300-2026-6,G98322084,ASOCIACION CLUSTER DE LA ENERGIA DE LA COMUNITAT VALENCIANA (CECV),"Estudio de viabilidad técnica para la implantación digital, logística y circular del sistema de depósito, devolución y retorno de envases en España. DIREVER- SDDR 2029","49.972,00 €","24.986,00 €","49.972,00 €","24.986,00 €",Comunitat Valenciana,"65,29",49972.00,24986.00,49972.00,24986.00,AEI-2026-010300-2026-6,2026,propuesta_provisional_aprobada,65.29,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,4,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-108,G47702287,CLÚSTER DE HÁBITAT EFICIENTE (AEICE),PASSPORTBUILD. Investigación de modelos de espacios de datos sectoriales en construcción para definir un marco conceptual que permita el desarrollo futuro de comunidades de datos y servicios asociados al pasaporte digital de producto,"281.240,00 €","221.459,00 €","281.240,00 €","221.459,00 €",Castilla y León,"65,00",281240.00,221459.00,281240.00,221459.00,AEI-2026-010500-2026-108,2026,propuesta_provisional_aprobada,65,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,5,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010200-2026-6,G75608042,CLUSTER DE INNOVACION TECNOLOGICA DE LA AGROINDUSTRIA,Oficina de Servicios Especializados a PYMES - CONECTA- INNOVACAL,"70.131,00 €","35.065,00 €","70.131,00 €","35.065,00 €",Andalucía,"65,00",70131.00,35065.00,70131.00,35065.00,AEI-2026-010200-2026-6,2026,propuesta_provisional_aprobada,65,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,6,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-37,G98322084,ASOCIACION CLUSTER DE LA ENERGIA DE LA COMUNITAT VALENCIANA (CECV),"ROBESSIA - ALGORITMO ROBUSTO BASADO EN INTELIGENCIA ARTIFICIAL PARA EL PREDISEÑO, GESTIÓN OPTIMIZADA Y ANÁLISIS DE VIABILIDAD DE SISTEMAS BESS EN ENTORNOS INDUSTRIALES","191.357,00 €","152.078,00 €","191.357,00 €","152.078,00 €",Comunitat Valenciana,"64,88",191357.00,152078.00,191357.00,152078.00,AEI-2026-010500-2026-37,2026,propuesta_provisional_aprobada,64.88,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,7,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-73,G43831338,"CENTRE DE DIFUSIO TECNOLOGICA DE LA FUSTA I EL MOBLE DE CATALUNYA, FUNDACIO PRIVADA",CELDIA: Investigación en sistemas inteligentes para la optimización de la paletización caótica en entornos de fabricación flexible de mobiliario mediante Robótica Cognitiva e Inteligencia Artificial,"312.195,00 €","247.895,00 €","312.195,00 €","247.895,00 €",Cataluña,"64,80",312195.00,247895.00,312195.00,247895.00,AEI-2026-010500-2026-73,2026,propuesta_provisional_aprobada,64.8,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,8,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-16,G64862717,ASOCIACIÓN CATALANA PARA LA INNOVACIÓN Y LA INTERNACIONALIZACIÓN DEL SECTOR DEL AGUA (CATALAN WATER PARTNERSHIP),"PREDIGMA: Plataforma inteligente de mantenimiento predictivo y reducción del riesgo ambiental en sistemas de saneamiento en alta mediante IA, gemelo digital e interoperabilidad GIS-GMAO","289.643,00 €","167.460,00 €","289.643,00 €","167.460,00 €",Cataluña,"64,59",289643.00,167460.00,289643.00,167460.00,AEI-2026-010500-2026-16,2026,propuesta_provisional_aprobada,64.59,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,9,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-166,G07094410,ASOCIACIÓN CLÚSTER DE LA INDÚSTRIA QUÍMICA DE LES ILLES BALEARS,DIGIREU: Investigación industrial para la definición y validación de una metodología innovadora de gestión digital orientada a la reutilización de envases químicos,"265.984,00 €","202.057,00 €","265.984,00 €","198.468,00 €",Islas Baleares,"64,48",265984.00,202057.00,265984.00,198468.00,AEI-2026-010500-2026-166,2026,propuesta_provisional_aprobada,64.48,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,10,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-32,G93341170,ASOCIACIÓN EMPRESARIAL MULTISECTORIAL INNOVADORA PARA LAS CIUDADES INTELIGENTES (CLUSTER ANDALUCÍA SMART CITY),ABARS-HUB - Arquitectura Basada en Agentes para la Resiliencia y Seguridad en Hubs Urbanos de movilidad eléctrica,"318.451,00 €","246.809,00 €","318.451,00 €","246.809,00 €",Andalucía,"64,28",318451.00,246809.00,318451.00,246809.00,AEI-2026-010500-2026-32,2026,propuesta_provisional_aprobada,64.28,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,11,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-38,G09956111,ASOCIACIÓN CLÚSTER AUDIOVISUAL DE ARAGÓN,"ORBISET, Sistema interoperable de gemelos digitales patrimoniales para producción virtual y reutilización creativa","281.752,00 €","225.399,00 €","242.297,00 €","193.835,00 €",Aragón,"64,20",281752.00,225399.00,242297.00,193835.00,AEI-2026-010500-2026-38,2026,propuesta_provisional_aprobada,64.2,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,12,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-13,G27407212,ASOCIACIÓN CLÚSTER ALIMENTARIO DE GALICIA,IFS-MONITOR. Herramienta de monitorización de operaciones para la gestión inteligente de procesos industriales basados en IFS Food,"269.855,00 €","120.976,00 €","269.855,00 €","120.976,00 €",Galicia,"64,11",269855.00,120976.00,269855.00,120976.00,AEI-2026-010500-2026-13,2026,propuesta_provisional_aprobada,64.11,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,13,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-146,G65920035,ASSOCIACIÓ CLUSTER DEL PACKAGING,KAIROS. Integración de IA predictiva en el software de mantenimiento Q-PLANT MM para la anticipación de incidencias y la optimización del mantenimiento en plantas de producción.,"368.434,00 €","184.216,00 €","368.434,00 €","184.216,00 €",Cataluña,"64,09",368434.00,184216.00,368434.00,184216.00,AEI-2026-010500-2026-146,2026,propuesta_provisional_aprobada,64.09,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,14,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-147,G33906462,ASOCIACION CLUSTER DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION DE ASTURIAS,TRUST-BRIDGE: Plataforma interoperable de gestión del ciclo de vida de credenciales y atestaciones organizacionales y agénticas compatibles con eIDAS/EUDI,"268.676,00 €","154.028,00 €","268.676,00 €","154.028,00 €","Asturias, Principado de","64,00",268676.00,154028.00,268676.00,154028.00,AEI-2026-010500-2026-147,2026,propuesta_provisional_aprobada,64,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisionales_Concedidas.pdf,3,15,da9b09355aa3486e8c0d80dc441f668efa3e3b30dc7505d1a34e98076b850e3c,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-74,G47708177,CLUSTER SOLUCIONES INNOVADORAS PARA LA VIDA INDEPENDIENTE (SIVI),AcompañIA SocioSalud: Adaptación y evaluación en entorno real de la efectividad de un avatar conversacional basado en IA para promover hábitos de vida saludable y reducir la soledad no deseada en personas mayores con deterioro cognitivo leve.,"327.609,00 €","249.057,00 €","327.609,00 €","249.057,00 €",Castilla y León,"63,86",327609.00,249057.00,327609.00,249057.00,AEI-2026-010500-2026-74,2026,lista_espera_sin_concesion,63.86,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,1,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-18,G65103905,SOUTHERN EUROPEAN CLUSTER IN PHOTONICS & OPTICS (SECPHO),MOREWIND: Tecnologías fotónicas avanzadas para la Monitorización y Optimización de Recurso Eólico,"332.339,00 €","173.142,00 €","245.413,00 €","128.091,00 €",Cataluña,"63,78",332339.00,173142.00,245413.00,128091.00,AEI-2026-010500-2026-18,2026,lista_espera_sin_concesion,63.78,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,2,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-98,G65270035,"CLÚSTER DE LAS TECNOLOGÍAS INTELIGENTES PARA LAS CIUDADES, LOS EDIFICIOS Y LA INDUSTRIA (SMARTECH CLUSTER)",ARCOS-IA: Arquitectura de Comunicaciones Autónomas y Resilientes para Sistemas No Tripulados en Entornos Hostiles,"320.916,00 €","244.409,00 €","249.844,00 €","194.891,00 €",Cataluña,"63,53",320916.00,244409.00,249844.00,194891.00,AEI-2026-010500-2026-98,2026,lista_espera_sin_concesion,63.53,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,3,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-164,G27407212,ASOCIACIÓN CLÚSTER ALIMENTARIO DE GALICIA,CENTINELA-MODELIZACIÓN DEL RIESGO MICROBIOLÓGICO EN PRODUCTOS DEL MAR MEDIANTE IA Y TECNOLOGÍAS AVANZADAS,"288.057,00 €","217.227,00 €","259.028,00 €","198.359,00 €",Galicia,"63,44",288057.00,217227.00,259028.00,198359.00,AEI-2026-010500-2026-164,2026,lista_espera_sin_concesion,63.44,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,4,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-96,G66505751,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,GAIA: Generative Artificial Intelligence for Industrial Assistance,"297.376,00 €","236.249,00 €","297.376,00 €","236.249,00 €",Cataluña,"63,40",297376.00,236249.00,297376.00,236249.00,AEI-2026-010500-2026-96,2026,lista_espera_sin_concesion,63.4,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,5,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-117,G75061242,"ASOCIACION CLUSTER DEL SECTOR DEL HABITAT, MADERA, OFICINA Y CONTRACT (HABIC)",IREKITECH - Investigación industrial para el desarrollo de un sistema de herraje y cajonera inteligente batteryless para mobiliario,"337.925,00 €","168.357,00 €","337.925,00 €","168.357,00 €",País Vasco,"63,13",337925.00,168357.00,337925.00,168357.00,AEI-2026-010500-2026-117,2026,lista_espera_sin_concesion,63.13,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,6,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-56,G65270035,"CLÚSTER DE LAS TECNOLOGÍAS INTELIGENTES PARA LAS CIUDADES, LOS EDIFICIOS Y LA INDUSTRIA (SMARTECH CLUSTER)",Graph-LCA,"290.062,00 €","145.029,00 €","290.062,00 €","145.029,00 €",Cataluña,"63,12",290062.00,145029.00,290062.00,145029.00,AEI-2026-010500-2026-56,2026,lista_espera_sin_concesion,63.12,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,7,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-161,G27407212,ASOCIACIÓN CLÚSTER ALIMENTARIO DE GALICIA,"CARBON NEUTRAL Y EFFICIENT FIRMS MEDIANTE INTELIGENCIA ARTIFICIAL, GEMELOS DIGITALES Y AGENTES INTELIGENTES PARA OPERACIONES INDUSTRIALES SOSTENIBLES","283.614,00 €","150.035,00 €","283.614,00 €","150.035,00 €",Galicia,"63,12",283614.00,150035.00,283614.00,150035.00,AEI-2026-010500-2026-161,2026,lista_espera_sin_concesion,63.12,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,8,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-135,G65103905,SOUTHERN EUROPEAN CLUSTER IN PHOTONICS & OPTICS (SECPHO),SYNCHROBOT: Desarrollo y validación de un prototipo de subsistema robótico sincronizado con percepción del entorno para inspección avanzada de infraestructuras civiles mediante auscultación neutrónica (NDT),"312.459,00 €","249.966,00 €","167.580,00 €","134.063,00 €",Cataluña,"62,85",312459.00,249966.00,167580.00,134063.00,AEI-2026-010500-2026-135,2026,lista_espera_sin_concesion,62.85,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,9,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-20,G99279911,ASOCIACIÓN CLÚSTER PARA EL USO EFICIENTE DEL AGUA (ZINNAE),SmartCor-Sistema inteligente de detección de corrosión,"158.523,00 €","79.260,00 €","158.523,00 €","79.260,00 €",Aragón,"62,84",158523.00,79260.00,158523.00,79260.00,AEI-2026-010500-2026-20,2026,lista_espera_sin_concesion,62.84,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,10,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-71,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),MOBICYB - Marco de Gobernanza mediante Inteligencia Artificial para la Excelencia en Ciberseguridad y Cumplimiento Normativo en la Cadena de Suministro de Automoción y Movilidad,"296.745,00 €","231.278,00 €","296.745,00 €","231.278,00 €",Aragón,"62,84",296745.00,231278.00,296745.00,231278.00,AEI-2026-010500-2026-71,2026,lista_espera_sin_concesion,62.84,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,11,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-41,G47702287,CLÚSTER DE HÁBITAT EFICIENTE (AEICE),ROBENVOL. Robótica y Modelos Virtuales de obra automatizados para la Inspección Cohesionada de Envolventes Térmicas,"313.672,00 €","244.822,00 €","313.672,00 €","244.822,00 €",Castilla y León,"62,66",313672.00,244822.00,313672.00,244822.00,AEI-2026-010500-2026-41,2026,lista_espera_sin_concesion,62.66,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,12,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-144,G66505751,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,InOut FII: Gestión Inteligente de calidad del aire y mejora de la eficiencia energética,"244.374,00 €","195.497,00 €","244.374,00 €","195.497,00 €",Cataluña,"62,65",244374.00,195497.00,244374.00,195497.00,AEI-2026-010500-2026-144,2026,lista_espera_sin_concesion,62.65,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,13,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-88,G75061242,"ASOCIACION CLUSTER DEL SECTOR DEL HABITAT, MADERA, OFICINA Y CONTRACT (HABIC)",HAIA: Habitat Artificial Intelligence Assistant. Chatbots inteligentes para la comercialización y asistencia personalizada en el sector del hábitat,"373.069,00 €","186.533,00 €","373.069,00 €","186.533,00 €",País Vasco,"62,63",373069.00,186533.00,373069.00,186533.00,AEI-2026-010500-2026-88,2026,lista_espera_sin_concesion,62.63,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,14,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-4,G02865541,"FEELING INNOVATION BY STANPA, ASOCIACION PARA LA INNOVACION EN PERFUME,COSMETICA Y CUIDADO PERSONAL",Data4DPP Beauty - Infraestructura de datos y validación inteligente para el Pasaporte Digital de Producto en cosmética,"257.815,00 €","206.250,00 €","244.903,00 €","195.920,00 €",Comunidad de Madrid,"62,38",257815.00,206250.00,244903.00,195920.00,AEI-2026-010500-2026-4,2026,lista_espera_sin_concesion,62.38,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,15,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-36,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),RAILMIND - Investigación para la automatización avanzada de conocimiento experto y habilidades humanas en procesos industriales inteligentes para la fabricación ferroviaria,"324.653,00 €","249.966,00 €","282.653,00 €","216.366,00 €",Aragón,"62,37",324653.00,249966.00,282653.00,216366.00,AEI-2026-010500-2026-36,2026,lista_espera_sin_concesion,62.37,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,16,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-65,G64862717,ASOCIACIÓN CATALANA PARA LA INNOVACIÓN Y LA INTERNACIONALIZACIÓN DEL SECTOR DEL AGUA (CATALAN WATER PARTNERSHIP),Desarrollo de un sistema de gestión de la Presión de red en Remoto y Modelización Inteligente de los flujos de Agua - PREMIA,"411.440,00 €","202.198,00 €","411.440,00 €","202.198,00 €",Cataluña,"62,24",411440.00,202198.00,411440.00,202198.00,AEI-2026-010500-2026-65,2026,lista_espera_sin_concesion,62.24,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,1,17,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
AEI-010500-2026-44,G43831338,"CENTRE DE DIFUSIO TECNOLOGICA DE LA FUSTA I EL MOBLE DE CATALUNYA, FUNDACIO PRIVADA",IPEMHA: Investigación en modelos de IA agéntica para la generación automática del Presupuesto de Ejecución Material en proyectos contract hospitality,"317.503,00 €","246.968,00 €","317.503,00 €","246.968,00 €",Cataluña,"62,01",317503.00,246968.00,317503.00,246968.00,AEI-2026-010500-2026-44,2026,lista_espera_sin_concesion,62.01,,EUR,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2026/Documents/Listado_PropResProvisional_ListaEspera.pdf,2,1,eb28786ca8e848574a08f703be21ed8764975085d1f303a1add12628c686b066,2026-09-21,Propuesta provisional: no acredita concesión definitiva. El importe de lista de espera no es ayuda concedida.
