id_registro,programa,anio_convocatoria,convocatoria,variante_convocatoria,expediente,codigo_expediente,numero_expediente,nif,razon_social,titulo_proyecto,puntuacion,subvencion_eur,moneda,importe_original,decimales_importe_fuente,nivel_importe,rol_entidad_en_fuente,estado_en_fuente,aplicacion_presupuestaria,financiacion_mencionada,fecha_resolucion_publicacion_ayudas,fecha_publicacion_boe,referencia_boe,fuente_tipo,fuente_url,fuente_indice_url,pagina_fuente,tabla_fuente,fila_fuente,orden_fuente,fuente_sha256,fecha_consulta,metodo_extraccion,estado_conciliacion_convocatoria,observaciones,coste_total_eur,solicitado_eur,subvencionable_eur,comunidad_autonoma
AEI-3ad8d5c8ba5107898278,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-169,010500,169,G99252918,ASOCIACIÓN CLUSTER DE AUTOMOCIÓN DE ARAGÓN (CAAR),,,15280.00,EUR,"15.280,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,7,257,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-330d7dd3e1350f074141,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-174,010500,174,B99376691,ARATECK ELECTRONICS S.L.,,,33710.00,EUR,"33.710,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,8,258,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-1e7032bce8f548c28ea8,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-174,010500,174,G25340589,ASSOCIACIO PORCSA-GRUP DE SANAJAMENT PORCI,,,29984.00,EUR,"29.984,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,9,259,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-6c85fcf48c5573ada1df,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-174,010500,174,G99279911,ASOCIACIÓN CLÚSTER PARA EL USO EFICIENTE DEL AGUA (ZINNAE),,,8797.00,EUR,"8.797,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,10,260,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-74aaed30ba3dcd2c043c,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-174,010500,174,G99539363,CLUSTER ESPAÑOL DE PRODUCTORES DE GANADO PORCINO,,,12016.00,EUR,"12.016,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,11,261,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-a8363f44478aa2e9b9a0,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-174,010500,174,Q0818001J,UNIVERSIDAD DE BARCELONA,,,13913.00,EUR,"13.913,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,12,262,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-989edd17722220550d83,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,A97205744,"COTOBLAU, S.A.",,,20305.00,EUR,"20.305,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,13,263,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-29f05b4a73b0b1c8b1ce,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,A03008836,HILATURAS FERRE S.A.,,,20352.00,EUR,"20.352,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,14,264,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-ad28f4d3d35a51b7773f,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,B46128963,RECUPERADOS LLACER S.L.,,,21526.00,EUR,"21.526,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,15,265,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-60224440fb4479123c36,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,G98322084,ASOCIACION CLUSTER DE LA ENERGIA DE LA COMUNITAT VALENCIANA (CECV),,,16013.00,EUR,"16.013,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,16,266,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-ad0b43048de5997935a8,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,G96316476,INSTITUTO TECNOLÓGICO DE LA ENERGÍA,,,35533.00,EUR,"35.533,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,17,267,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-d40509639239f02a52a6,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,G46108569,ASOC. DE EMPRESARIOS TEXTILES DE LA COMUNIDAD VALENCIANA,,,17367.00,EUR,"17.367,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,18,268,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-588f58e5102d8b867c9e,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,B97979371,"OMNIELECTRIC, S.L.",,,34176.00,EUR,"34.176,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,19,269,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-5c00245c653e29f61492,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-175,010500,175,B72820491,"Building Blocks Games, S.L.",,,21685.00,EUR,"21.685,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,20,270,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-d2333dae0f1263dba01f,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,A22010680,RIGUAL SA,,,17929.00,EUR,"17.929,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,21,271,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-92dba1c112d22ee07708,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,B01528538,JAKINCODE S.L.,,,19296.00,EUR,"19.296,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,22,272,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-8f52519d14341b472949,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,G50098508,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES EXPORTADORES DE MAQUINARIA PARA CONSTRUCCIÓN, OBRAS PÚBLICAS Y MINERÍA (ANMOPYC)",,,12481.00,EUR,"12.481,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,23,273,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-cb11b72c8c78550035dc,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,G24600124,AGRUPACION EMPRESARIAL INNOVADORA EN CIBERSEGURIDAD Y TECNOLOGIAS AVANZADAS,,,8094.00,EUR,"8.094,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,24,274,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-24e4452ae61df96dba3f,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,B50178250,IZQUIERDO INFORMATICA,,,52765.00,EUR,"52.765,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,25,275,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-ea9f1801355545faa738,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,B30034573,"FRUMECAR, S.L.",,,18165.00,EUR,"18.165,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,26,276,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-bf8706e34e7277cf027a,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,B22053755,INGENIERIA Y MONTAJES MONZON SL,,,16387.00,EUR,"16.387,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,27,277,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-1f040ae610c2644843b2,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010500-2025-183,010500,183,G99510026,CLUSTER DE LA MAQUINARIA AGRICOLA DE ARAGON,,,12257.00,EUR,"12.257,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,28,278,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-40fe7becd96e778a8967,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010600-2025-4,010600,4,G33906462,ASOCIACION CLUSTER DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION DE ASTURIAS,,,11014.00,EUR,"11.014,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,29,279,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-15fda458862b9e4a62a0,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010600-2025-4,010600,4,G75061242,"ASOCIACION CLUSTER DEL SECTOR DEL HABITAT, MADERA, OFICINA Y CONTRACT (HABIC)",,,23976.00,EUR,"23.976,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,9,1,30,280,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-0b196a76fdb0f7372d95,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010600-2025-9,010600,9,G65652232,AGRUPACIO CATALANA DEL TEXTIL I LA MODA (MODACC),,,15996.00,EUR,"15.996,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,10,1,2,281,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-33b68cf2edeacffc0ef4,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010600-2025-9,010600,9,G66505751,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,,,7326.00,EUR,"7.326,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,10,1,3,282,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-89ad5c48f986f6973826,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010600-2025-13,010600,13,G47662325,CLUSTER DE BIENES DE EQUIPO DE CASTILLA Y LEON,,,1750.00,EUR,"1.750,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,10,1,4,283,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-77fa07371d8428439501,Agrupaciones Empresariales Innovadoras (AEI),2025,2025,sin_sufijo,AEI-010600-2025-13,010600,13,G50098508,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES EXPORTADORES DE MAQUINARIA PARA CONSTRUCCIÓN, OBRAS PÚBLICAS Y MINERÍA (ANMOPYC)",,,32472.00,EUR,"32.472,00 €",2,beneficiario_en_expediente,beneficiario,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2025/Documents/Listado_AyudasConcedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,10,1,5,284,b6a82fe3b4b2b870f6d6ed7f57018a8b5531ff88fe0a4e0fd15985d5290dbaee,2026-09-21,tabla_pdf_pdfplumber,sin_total_comparable_en_fuente,La fuente no publica título de proyecto.,,,,
AEI-23adc2681950e815912e,Agrupaciones Empresariales Innovadoras (AEI),2024,2024,sin_sufijo,AEI-010500-2024-1,010500,1,G66505751,ASSOCIACIÓ CLÚSTER DIGITAL DE CATALUNYA,,,219284.00,EUR,"219.284,00 €",2,expediente_entidad_listada,entidad_listada,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2024/Documents/Listado%20de%20solicitudes%20concedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,2,,209877b3f8b6a01fdf704c1e122fef032acf8671fcf927ebeaaf1baa885df450,2026-09-21,tabla_pdf_pdfplumber,coincide_total_publicado,La fuente no publica título de proyecto.,,,,
AEI-f4d0d20cfccd7cc4592b,Agrupaciones Empresariales Innovadoras (AEI),2024,2024,sin_sufijo,AEI-010500-2024-4,010500,4,G19532209,ASOCIACION CLUSTER GRANADA PLAZA TECNOLOGICA Y BIOTECNOLOGICA,,,399851.00,EUR,"399.851,00 €",2,expediente_entidad_listada,entidad_listada,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2024/Documents/Listado%20de%20solicitudes%20concedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,3,,209877b3f8b6a01fdf704c1e122fef032acf8671fcf927ebeaaf1baa885df450,2026-09-21,tabla_pdf_pdfplumber,coincide_total_publicado,La fuente no publica título de proyecto.,,,,
AEI-b05e219293ef8a4533b0,Agrupaciones Empresariales Innovadoras (AEI),2024,2024,sin_sufijo,AEI-010500-2024-9,010500,9,G33849118,CLUB ASTURIANO DE LA INNOVACIÓN,,,100603.00,EUR,"100.603,00 €",2,expediente_entidad_listada,entidad_listada,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2024/Documents/Listado%20de%20solicitudes%20concedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,4,,209877b3f8b6a01fdf704c1e122fef032acf8671fcf927ebeaaf1baa885df450,2026-09-21,tabla_pdf_pdfplumber,coincide_total_publicado,La fuente no publica título de proyecto.,,,,
AEI-2b1c9d4abf5397487191,Agrupaciones Empresariales Innovadoras (AEI),2024,2024,sin_sufijo,AEI-010500-2024-10,010500,10,G90359217,ASOCIACION DE EMPRESAS DEL SECTOR AEROESPACIAL DE ANDALUCÍA HÉLICE,,,277073.00,EUR,"277.073,00 €",2,expediente_entidad_listada,entidad_listada,concedida_segun_listado,,,,,,listado_ministerio_pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/2024/Documents/Listado%20de%20solicitudes%20concedidas.pdf,https://www.mintur.gob.es/PortalAyudas/AgrupacionesEmpresariales/Concesion/Paginas/convocatorias-anteriores.aspx,1,1,5,,209877b3f8b6a01fdf704c1e122fef032acf8671fcf927ebeaaf1baa885df450,2026-09-21,tabla_pdf_pdfplumber,coincide_total_publicado,La fuente no publica título de proyecto.,,,,
