id;comunidad;provincia;territorio;municipio;ambito;prioritario;aplica_auto;requiere_revision;exclusiones;notas;fuente_url
andalucia-sevilla-pruna;Andalucia;Sevilla;Sevilla;Pruna;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-puebla-de-cazalla-la;Andalucia;Sevilla;Sevilla;Puebla de Cazalla La;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-puebla-de-los-infantes-la;Andalucia;Sevilla;Sevilla;Puebla de los Infantes La;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-puebla-del-rio;Andalucia;Sevilla;Sevilla;Puebla del Río;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-real-de-la-jara-el;Andalucia;Sevilla;Sevilla;Real de la Jara El;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-ronquillo-el;Andalucia;Sevilla;Sevilla;Ronquillo El;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-rubio-el;Andalucia;Sevilla;Sevilla;Rubio El;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-san-nicolas-del-puerto;Andalucia;Sevilla;Sevilla;San Nicolás del Puerto;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-saucejo-el;Andalucia;Sevilla;Sevilla;Saucejo El;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-tocina;Andalucia;Sevilla;Sevilla;Tocina;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-utrera;Andalucia;Sevilla;Sevilla;Utrera;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-villamanrique-de-la-condesa;Andalucia;Sevilla;Sevilla;Villamanrique de la Condesa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-villanueva-de-san-juan;Andalucia;Sevilla;Sevilla;Villanueva de San Juan;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-villanueva-del-rio-y-minas;Andalucia;Sevilla;Sevilla;Villanueva del Río y Minas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-villaverde-del-rio;Andalucia;Sevilla;Sevilla;Villaverde del Río;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
andalucia-sevilla-viso-del-alcor-el;Andalucia;Sevilla;Sevilla;Viso del Alcor El;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4474&p=20220727&tn=1
aragon-huesca-total;Aragon;Huesca;Huesca;Provincia de Huesca;todo_territorio;si;si;no;;Todo el territorio provincial es zona prioritaria segun anexo.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4479&p=20220727&tn=1
aragon-teruel-total;Aragon;Teruel;Teruel;Provincia de Teruel;todo_territorio;si;si;no;;Todo el territorio provincial es zona prioritaria segun anexo.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4479&p=20220727&tn=1
asturias-asturias-aller;Asturias;Asturias;Asturias;Aller;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-aviles;Asturias;Asturias;Asturias;Avilés;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-cangas-de-onis;Asturias;Asturias;Asturias;Cangas de Onís;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-carreno;Asturias;Asturias;Asturias;Carreño;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-castrillon;Asturias;Asturias;Asturias;Castrillón;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-castropol;Asturias;Asturias;Asturias;Castropol;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-coana;Asturias;Asturias;Asturias;Coaña;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-corvera-de-asturias;Asturias;Asturias;Asturias;Corvera de Asturias;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-cudillero;Asturias;Asturias;Asturias;Cudillero;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-gijon;Asturias;Asturias;Asturias;Gijón;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-gozon;Asturias;Asturias;Asturias;Gozón;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-langreo;Asturias;Asturias;Asturias;Langreo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-laviana;Asturias;Asturias;Asturias;Laviana;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-lena;Asturias;Asturias;Asturias;Lena;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-llanera;Asturias;Asturias;Asturias;Llanera;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-llanes;Asturias;Asturias;Asturias;Llanes;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-mieres;Asturias;Asturias;Asturias;Mieres;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-morcin;Asturias;Asturias;Asturias;Morcín;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-muros-de-nalon;Asturias;Asturias;Asturias;Muros de Nalón;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-navia;Asturias;Asturias;Asturias;Navia;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-norena;Asturias;Asturias;Asturias;Noreña;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-oviedo;Asturias;Asturias;Asturias;Oviedo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-parres;Asturias;Asturias;Asturias;Parres;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-pravia;Asturias;Asturias;Asturias;Pravia;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-ribadesella;Asturias;Asturias;Asturias;Ribadesella;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-riosa;Asturias;Asturias;Asturias;Riosa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-rivera-de-arriba;Asturias;Asturias;Asturias;Rivera de Arriba;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-san-martin-del-rey-aurelio;Asturias;Asturias;Asturias;San Martín del Rey Aurelio;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-siero;Asturias;Asturias;Asturias;Siero;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-soto-del-barco;Asturias;Asturias;Asturias;Soto del Barco;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-tapia;Asturias;Asturias;Asturias;Tapia;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
asturias-asturias-vegadeo;Asturias;Asturias;Asturias;Vegadeo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4475&p=20220727&tn=1
cantabria-cantabria-ampuero;Cantabria;Cantabria;Cantabria;Ampuero;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-arenas-de-iguna;Cantabria;Cantabria;Cantabria;Arenas de Iguña;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-astillero;Cantabria;Cantabria;Cantabria;Astillero;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-barcena-de-cicero;Cantabria;Cantabria;Cantabria;Bárcena de Cicero;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-cabezon-de-la-sal;Cantabria;Cantabria;Cantabria;Cabezón de la Sal;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-camargo;Cantabria;Cantabria;Cantabria;Camargo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-campoo-de-enmedio;Cantabria;Cantabria;Cantabria;Campóo de Enmedio;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-campoo-de-yuso;Cantabria;Cantabria;Cantabria;Campóo de Yuso;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-cartes;Cantabria;Cantabria;Cantabria;Cartes;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-castaneda;Cantabria;Cantabria;Cantabria;Castañeda;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-castro-urdiales;Cantabria;Cantabria;Cantabria;Castro-Urdiales;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-colindres;Cantabria;Cantabria;Cantabria;Colindres;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-comillas;Cantabria;Cantabria;Cantabria;Comillas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-corrales-de-buelna;Cantabria;Cantabria;Cantabria;Corrales de Buelna;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-entrambasaguas;Cantabria;Cantabria;Cantabria;Entrambasaguas;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-hermandad-de-campoo-de-suso;Cantabria;Cantabria;Cantabria;Hermandad de Campóo de Suso;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-laredo;Cantabria;Cantabria;Cantabria;Laredo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-marina-de-cudeyo;Cantabria;Cantabria;Cantabria;Marina de Cudeyo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-medio-cudeyo;Cantabria;Cantabria;Cantabria;Medio Cudeyo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-molledo;Cantabria;Cantabria;Cantabria;Molledo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-penagos;Cantabria;Cantabria;Cantabria;Pénagos;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-pielagos;Cantabria;Cantabria;Cantabria;Piélagos;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-polanco;Cantabria;Cantabria;Cantabria;Polanco;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-puente-viesgo;Cantabria;Cantabria;Cantabria;Puente Viesgo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-ramales-de-la-victoria;Cantabria;Cantabria;Cantabria;Ramales de la Victoria;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-reinosa;Cantabria;Cantabria;Cantabria;Reinosa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-reocin;Cantabria;Cantabria;Cantabria;Reocín;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-ruiloba;Cantabria;Cantabria;Cantabria;Ruiloba;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-san-felices-de-buelna;Cantabria;Cantabria;Cantabria;San Felices de Buelna;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-san-vicente-de-la-barquera;Cantabria;Cantabria;Cantabria;San Vicente de la Barquera;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-santa-cruz-de-bezana;Cantabria;Cantabria;Cantabria;Santa Cruz de Bezana;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-santa-maria-de-cayon;Cantabria;Cantabria;Cantabria;Santa María de Cayón;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-santander;Cantabria;Cantabria;Cantabria;Santander;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-santona;Cantabria;Cantabria;Cantabria;Santoña;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-suances;Cantabria;Cantabria;Cantabria;Suances;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-torrelavega;Cantabria;Cantabria;Cantabria;Torrelavega;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-val-de-san-vicente;Cantabria;Cantabria;Cantabria;Val de San Vicente;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-valdaliga;Cantabria;Cantabria;Cantabria;Valdáliga;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-valdeolea;Cantabria;Cantabria;Cantabria;Valdeolea;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
cantabria-cantabria-villaescusa;Cantabria;Cantabria;Cantabria;Villaescusa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4476&p=20220727&tn=1
castilla-la-mancha-albacete-alcaraz;Castilla La Mancha;Albacete;Albacete;Alcaraz;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-almansa;Castilla La Mancha;Albacete;Albacete;Almansa;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-barrax;Castilla La Mancha;Albacete;Albacete;Barrax;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-bonete;Castilla La Mancha;Albacete;Albacete;Bonete;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-bonillo-el;Castilla La Mancha;Albacete;Albacete;Bonillo, El;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-casas-ibanez;Castilla La Mancha;Albacete;Albacete;Casas Ibáñez;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-caudete;Castilla La Mancha;Albacete;Albacete;Caudete;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-chinchilla-de-monte-aragon;Castilla La Mancha;Albacete;Albacete;Chinchilla de Monte- Aragón;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-elche-de-la-sierra;Castilla La Mancha;Albacete;Albacete;Elche de la Sierra;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-gineta-la;Castilla La Mancha;Albacete;Albacete;Gineta, La;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-hellin;Castilla La Mancha;Albacete;Albacete;Hellín;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-madrigueras;Castilla La Mancha;Albacete;Albacete;Madrigueras;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-munera;Castilla La Mancha;Albacete;Albacete;Munera;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-roda-la;Castilla La Mancha;Albacete;Albacete;Roda, La;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-tarazona-de-la-mancha;Castilla La Mancha;Albacete;Albacete;Tarazona de la Mancha;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-albacete-villarrobledo;Castilla La Mancha;Albacete;Albacete;Villarrobledo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-alcazar-de-san-juan;Castilla La Mancha;Ciudad Real;Ciudad Real;Alcázar de San Juan;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-almaden;Castilla La Mancha;Ciudad Real;Ciudad Real;Almadén;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-almagro;Castilla La Mancha;Ciudad Real;Ciudad Real;Almagro;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-almodovar-del-campo;Castilla La Mancha;Ciudad Real;Ciudad Real;Almodóvar del Campo;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-argamasilla-de-alba;Castilla La Mancha;Ciudad Real;Ciudad Real;Argamasilla de Alba;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-argamasilla-de-calatrava;Castilla La Mancha;Ciudad Real;Ciudad Real;Argamasilla de Calatrava;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-bolanos-de-calatrava;Castilla La Mancha;Ciudad Real;Ciudad Real;Bolaños de Calatrava;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-campo-de-criptana;Castilla La Mancha;Ciudad Real;Ciudad Real;Campo de Criptana;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-carrion-de-calatrava;Castilla La Mancha;Ciudad Real;Ciudad Real;Carrión de Calatrava;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
castilla-la-mancha-ciudad-real-daimiel;Castilla La Mancha;Ciudad Real;Ciudad Real;Daimiel;municipio;si;si;no;;Municipio incluido en el anexo de zonas prioritarias.;https://www.boe.es/buscar/act.php?id=BOE-A-2008-4480&p=20220727&tn=1
